MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368098000,2020-01-01T00:00:14,30.40179,-81.41295,1.5,282.7,279.0,STUYVESANT,IMO7915838,WNFX,90,3,124,21,8.4,33,A
367302370,2020-01-01T00:00:14,30.18424,-93.30981,0.0,271.5,236.0,CAPT BILL ENGLISH,,WDD8754,31,0,23,10,,57,A
235096399,2020-01-01T00:00:23,27.78970,-97.39081,0.1,152.1,511.0,ASSINIE,,2GDG3,37,,,,,,B
367385380,2020-01-01T00:00:13,34.72230,-76.70325,0.0,181.2,511.0,VICTORY,,WDH8434,37,,24,6,,,B
367466150,2020-01-01T00:00:30,38.85430,-90.11688,0.0,360.0,511.0,CHARLIE G,,WDF5686,31,5,46,12,,,A
366082000,2020-01-01T00:00:40,57.78357,-152.42782,0.1,11.7,511.0,TRAILBLAZER,IMO7729069,WDE6541,30,2,32,9,4.3,,A
338129243,2020-01-01T00:01:06,26.27008,-80.08151,0.2,186.5,511.0,BETSY,,,37,,22,,,,B
367496740,2020-01-01T00:01:12,33.37180,-79.09283,0.8,218.0,511.0,SEGA,IMO7830492,WDF8616,31,0,19,7,,,A
367303490,2020-01-01T00:00:49,53.90474,-166.52348,0.1,288.5,511.0,RESOLVE PIONEER,IMO7528843,WDD8846,90,5,63,12,4.5,,A
367006570,2020-01-01T00:01:08,40.64158,-74.12062,0.0,297.7,159.0,ELLEN S BOUCHARD,IMO8117952,WRA5918,31,0,34,10,4.5,57,A
316013198,2020-01-01T00:01:11,49.20586,-123.09036,0.0,288.6,511.0,NITA MARIA,,CZ3954,,0,19,6,2.6,,A
367018620,2020-01-01T00:01:13,53.87925,-166.55192,0.0,278.4,511.0,SEABROOKE,IMO7908237,WDC4069,30,0,33,9,3.5,30,A
316003667,2020-01-01T00:00:00,49.31116,-123.10689,0.0,160.4,511.0,SEASPAN FALCON,IMO9072393,VG6987,31,0,25,9,2.5,,A
367429570,2020-01-01T00:00:02,36.79459,-89.13310,2.7,323.2,511.0,TED W EWING,,WDF2589,31,15,17,7,,31,A
367543810,2020-01-01T00:00:04,39.92241,-91.41512,0.0,167.5,511.0,SIR-BRI,,WDG5149,31,15,18,,,,A
367492140,2020-01-01T00:00:09,36.89777,-76.34750,0.0,0.0,511.0,LEXINGTON,,WDF8172,90,3,48,11,,,A
366989380,2020-01-01T00:00:00,38.01859,-122.37762,35.8,50.0,511.0,MARE ISLAND,IMO9144665,WDC2198,60,0,43,12,1.5,,A
366988760,2020-01-01T00:00:03,36.24461,-86.65854,0.0,232.9,326.0,HB STEWART,,WDC2157,31,12,28,10,,,A
367549870,2020-01-01T00:00:04,40.69342,-74.01523,0.0,271.3,511.0,LT SAMUEL S COURSEN,,WDG5749,60,0,52,14,,,A
338126792,2020-01-01T00:00:06,35.09771,-90.08328,0.0,360.0,511.0,INTEGRITY,,,90,3,49,,,,A
366860000,2020-01-01T00:00:06,47.63115,-122.38381,0.0,243.8,359.0,ARCTIC FJORD,IMO7391305,WRKW,30,0,82,13,5.6,,A
368018390,2020-01-01T00:00:06,31.16667,-81.41588,0.0,360.0,511.0,FORGET-ME-KNOT,IMO0000000,WDJ8644,36,,13,6,,,B
368004920,2020-01-01T00:00:07,39.92197,-91.41505,0.0,360.0,511.0,SIR RICHARD,,WDJ7255,,0,,,,,A
368068570,2020-01-01T00:00:06,30.15879,-81.68154,5.2,200.3,511.0,TERMITE,IMO0000000,WDK5814,0,,17,7,,,B
366816340,2020-01-01T00:00:10,33.91673,-78.02333,0.0,227.7,511.0,CAPE FEAR PILOT II,,WDA5087,90,0,15,5,,50,A
367798550,2020-01-01T00:00:11,30.22551,-93.27818,0.1,217.2,511.0,MARY ENA DEVALL,,WDJ6516,31,15,19,8,,,A
367121840,2020-01-01T00:00:11,47.64459,-122.31428,0.0,331.0,511.0,TSUNAMI,IMO0000000,WCW8183,37,,14,5,,,B
367614930,2020-01-01T00:00:14,29.34632,-94.82294,0.1,299.8,49.0,NOLAN RHODES,,WDH4174,31,0,25,,,,A
366984390,2020-01-01T00:00:13,38.40680,-82.57938,0.2,99.6,119.0,OHIO VALLEY,,WDB9880,31,5,41,13,,,A
367088240,2020-01-01T00:00:16,29.82231,-92.13195,0.0,224.1,511.0,ALBERT J BOURG,IMO7048934,WV8069,30,0,49,10,,,A
366829840,2020-01-01T00:00:07,44.63689,-92.64185,0.0,239.5,511.0,SPIRIT OF THE WATER,,WDA6208,60,15,24,,,,A
367734970,2020-01-01T00:00:18,26.90936,-80.08381,0.0,233.6,511.0,SERENDIPITY,,WDI8065,37,,,,,,B
366832740,2020-01-01T00:00:07,39.21202,-75.28982,13.1,155.7,158.0,CHRISTIAN REINAUER,IMO9263289,WDA6472,31,12,37,12,5.8,57,A
338203434,2020-01-01T00:00:21,40.67632,-74.14151,1.6,213.4,511.0,AVA JUDE,,,31,,7,,,,B
367409990,2020-01-01T00:00:05,29.91918,-90.07913,0.0,257.6,250.0,SHINEY V MORAN,IMO8649888,WDE8818,31,0,26,11,3.5,32,A
353327000,2020-01-01T00:01:00,18.44754,-66.08981,0.0,199.0,511.0,GRAPETREE BAY,IMO8133968,HO8940,31,4,27,8,3.4,,A
367367640,2020-01-01T00:01:03,48.42490,-123.37117,0.0,295.7,79.0,SOJOURN,,WDE5502,37,,16,5,,,B
248225000,2020-01-01T00:01:06,38.59589,-76.43241,17.6,193.5,192.0,TITANIA,IMO9505053,9HA2272,70,0,227,32,11.3,,A
367138470,2020-01-01T00:00:13,29.48443,-94.85962,6.7,335.1,511.0,MIA KELLEY,,WDD3950,31,0,26,9,,,A
367482370,2020-01-01T00:00:42,47.54080,-122.64384,0.0,67.0,511.0,RAVEN'S DANCE,,WDF7230,37,,13,4,,,B
367642380,2020-01-01T00:00:48,54.13207,-165.78198,0.2,355.9,511.0,VIGILANT,,WDH6864,30,,17,,,,B
338100838,2020-01-01T00:00:52,26.11102,-80.12727,0.0,208.8,511.0,IMPROMPTU,,,37,,25,6,,,B
367711530,2020-01-01T00:01:10,36.90684,-76.08931,0.0,322.8,511.0,CAPE CHARLES,,WDI5730,90,15,11,4,,50,A
367319320,2020-01-01T00:00:11,38.40364,-82.55653,0.0,85.1,7.0,STEPHEN T,,WDE2021,31,15,19,7,,,A
367777460,2020-01-01T00:00:09,27.63300,-82.56060,0.0,187.1,269.0,INDEPENDENT,IMO9826419,WDJ4411,31,15,,,,,A
367002580,2020-01-01T00:00:09,30.21195,-91.31874,0.0,19.7,511.0,CHANDY N,,WDC3098,31,0,21,8,,31,A
367452280,2020-01-01T00:00:12,33.73525,-118.26902,0.0,360.0,511.0,LAGUNA,,WDF4470,31,0,20,7,,,A
367510180,2020-01-01T00:00:13,27.33397,-82.54753,0.0,235.1,511.0,LITTLE GOOSE,,WDF9918,37,15,22,,,,A
366995620,2020-01-01T00:00:15,29.94073,-93.86596,7.5,202.2,209.0,NICOLE BRENT,,WDC2615,31,0,22,7,,57,A
367176630,2020-01-01T00:00:16,32.09410,-81.10618,0.0,315.5,314.0,OSG INDEPENDENCE,IMO7906849,WDD6715,31,0,41,11,5.7,57,A
338185699,2020-01-01T00:00:20,29.53188,-84.28402,8.4,129.1,511.0,BUCKET LIST,,,37,,13,,,,B
367119040,2020-01-01T00:00:21,25.80700,-80.14535,0.1,162.0,14.0,UTOPIA III,IMO8980244,WDJ2103,37,5,39,7,,,A
367005590,2020-01-01T00:00:17,29.70772,-95.04573,0.0,217.3,511.0,MEDICINE BOW,,WDC3310,31,0,20,7,,0,A
367319430,2020-01-01T00:00:25,31.00825,-91.63230,0.0,344.5,511.0,MISTER CUE,IMO8635447,WDE5811,31,0,16,6,,52,A
338158451,2020-01-01T00:00:33,38.97839,-76.33186,0.0,249.1,511.0,WITCH OF NOVEMBER,,,37,,11,,,,B
367721420,2020-01-01T00:00:41,29.28912,-91.73828,2.5,298.9,511.0,SEA PRINCESS,IMO8853348,WDI6706,30,,22,6,,,B
367535270,2020-01-01T00:00:12,30.48062,-91.19383,0.0,10.7,2.0,LADY JUNE,,WDG4316,31,12,23,10,,,A
367705340,2020-01-01T00:00:04,39.69307,-80.86277,0.1,173.3,511.0,CHARLOTTE KLEE,,WDI5117,31,0,17,7,,31,A
366913820,2020-01-01T00:00:06,37.81453,-76.16064,10.7,358.1,511.0,A J MCALLISTER,IMO9307293,WDB5819,31,15,25,10,3.7,52,A
367531750,2020-01-01T00:00:07,40.62930,-74.07182,0.0,34.8,511.0,FDNY M9A,,WDG3986,,0,,,,,A
367711830,2020-01-01T00:00:21,31.15245,-87.97349,0.0,291.0,335.0,AMERICAN COURAGE,,WDI5758,31,12,22,,,,A
366993230,2020-01-01T00:00:07,29.99505,-90.41188,0.1,189.9,511.0,LADY G II,,WYT8455,31,15,18,8,,57,A
338070664,2020-01-01T00:00:58,26.23224,-80.09373,0.2,152.8,511.0,MISS FIT,,,37,,16,,,,B
367500410,2020-01-01T00:00:08,29.78103,-95.10027,0.0,317.2,511.0,RICHARD J DEVALL,,WDF8965,31,15,17,6,,,A
366996020,2020-01-01T00:01:07,29.72541,-95.26355,0.0,95.8,71.0,VOYAGER,IMO8424549,WDC2651,31,5,21,8,,,A
366972270,2020-01-01T00:00:11,29.56874,-94.41899,5.5,234.0,511.0,CAPT AL DEVALL,,WCW9164,31,5,16,6,,31,A
316020342,2020-01-01T00:01:07,36.23523,-75.46371,6.0,163.4,511.0,BALAENA,,,,,,,,,B
367638150,2020-01-01T00:00:11,35.42308,-90.01963,5.2,67.4,511.0,THERESA L WOOD,,WDH6456,31,15,39,12,,31,A
367054790,2020-01-01T00:00:07,29.76044,-95.10476,0.1,228.8,511.0,COLT,,WDC6330,31,15,20,7,,31,A
367518250,2020-01-01T00:00:12,29.98682,-90.01987,8.0,15.6,511.0,GEORGE C,,WDG2691,31,0,20,,,,A
367189510,2020-01-01T00:00:18,29.54887,-90.89865,5.4,301.8,511.0,SACRED HEART,,WDD7662,31,0,21,8,,57,A
366954180,2020-01-01T00:00:08,30.01581,-90.72966,0.0,231.1,511.0,FUEL LEADER,,WBS3208,31,12,17,6,,,A
367608850,2020-01-01T00:00:19,29.15218,-90.03191,21.6,46.8,511.0,POPPA P,IMO8977833,WDH3587,60,0,44,9,2.0,,A
338193516,2020-01-01T00:00:40,34.21525,-77.81424,0.0,176.4,511.0,CHILL PILL,,,37,,14,,,,B
367029000,2020-01-01T00:00:12,29.99276,-90.83371,0.0,323.8,511.0,J A BISSO II,IMO8623236,WCW4125,31,0,38,8,4.2,52,A
367584550,2020-01-01T00:00:35,29.72279,-95.23402,3.0,266.8,252.0,SAVAGE JOURNEY,,WDG9122,31,5,17,7,,,A
367411920,2020-01-01T00:00:06,39.88519,-73.75963,10.4,42.7,511.0,ESS ENDEAVOR,IMO8988894,WDE8980,30,,44,13,,,B
477628100,2020-01-01T00:01:02,36.80162,-75.22726,12.7,282.0,283.0,NINGBO SEAL,IMO9579066,VRJD3,70,0,225,32,14.3,70,A
367650780,2020-01-01T00:00:06,47.62731,-122.38204,0.0,54.9,177.0,ARAHO,IMO9731963,WDH7704,30,8,59,,,,A
368010950,2020-01-01T00:01:06,30.51838,-91.21589,2.4,58.3,243.0,FORT DEFIANCE,,WDJ7877,,0,,,,,A
636015177,2020-01-01T00:00:52,37.73129,-122.33768,0.1,31.8,141.0,AQUALOYALTY,IMO9594664,A8ZC6,80,1,248,43,15.0,80,A
367121040,2020-01-01T00:00:42,41.69705,-83.45103,0.1,180.0,511.0,AMERICAN COURAGE,IMO7634226,WDD2879,70,1,193,20,8.3,70,A
564860000,2020-01-01T00:00:45,42.40656,-70.79540,1.3,284.6,19.0,BW RAVEN,IMO9706061,9V2924,80,1,183,,,,A
367790360,2020-01-01T00:00:55,26.27021,-80.08067,0.0,47.6,511.0,REEL TIGHT,,WDJ5696,37,,,,,,B
367136670,2020-01-01T00:00:53,30.76825,-88.05752,0.0,144.5,271.0,RHETT PARKER,,WCX2909,31,5,24,10,,,A
367120230,2020-01-01T00:01:06,39.71695,-75.51481,8.7,116.1,511.0,SONIE,IMO9373723,WDD2812,31,0,24,9,4.0,52,A
367353070,2020-01-01T00:01:07,26.15932,-79.82972,10.4,359.0,0.0,EVERGREEN STATE,IMO9408138,WDE4430,80,0,183,32,11.8,89,A
538001646,2020-01-01T00:01:11,33.72643,-118.75828,0.6,208.2,339.0,DEPENDABLE,IMO9242352,V7DI6,90,3,140,21,7.8,90,A
367687520,2020-01-01T00:01:09,30.20347,-91.03254,10.6,131.4,137.0,CHIPPEWA,,WDI3361,31,0,22,,,,A
367149340,2020-01-01T00:01:10,29.96496,-90.02718,0.1,51.0,16.0,SYDNEE TAYLOR,,WDD4807,31,0,26,9,,31,A
366811310,2020-01-01T00:01:10,47.57666,-122.34451,0.2,224.3,184.0,JAMES T QUIGG,IMO7129477,WDA4612,31,0,32,9,,,A
367892000,2020-01-01T00:00:00,53.86987,-166.55183,0.0,263.4,511.0,SOUTHERN WIND,IMO8019801,WDD3741,30,0,43,9,3.5,,A
367707680,2020-01-01T00:00:01,40.70416,-74.00151,0.5,79.0,511.0,NYPD 317,,WDI5352,,3,,,,,A
367437840,2020-01-01T00:00:11,29.47010,-94.96167,0.0,212.0,511.0,NEDA J,,WDF3258,31,0,21,7,,31,A
367369060,2020-01-01T00:00:11,30.70008,-88.03569,0.0,355.2,65.0,RANDY BAYGENTS,,WDE5602,31,15,31,10,,,A
367523580,2020-01-01T00:00:00,32.83750,-79.89017,0.0,114.7,511.0,MARK MORAN,IMO9668790,WDG3204,31,0,24,10,3.4,,A
316013688,2020-01-01T00:00:09,49.29818,-123.02932,0.1,335.3,183.0,FINLAY,,CFN5265,31,0,13,6,3.8,31,A
367190470,2020-01-01T00:00:02,58.28878,-134.39756,0.0,248.3,511.0,TAKU WIND,IMO8991700,WDD7734,31,0,22,8,,52,A
367365380,2020-01-01T00:00:03,40.66588,-74.01337,0.1,26.9,511.0,PEGASUS,,WDE5348,31,8,22,7,,52,A
477007600,2020-01-01T00:00:02,35.41652,-134.08133,14.2,101.0,101.0,DHT EDELWEISS,IMO9315082,VRDJ9,80,0,331,58,22.2,,A
338708000,2020-01-01T00:00:08,34.39483,-76.19714,8.7,46.1,44.0,GENESIS PATRIOT,IMO9117258,WDG9346,31,0,37,11,5.1,,A
367375550,2020-01-01T00:00:05,32.71464,-117.22920,0.0,0.0,511.0,AMERICA,,WDE6076,60,0,28,7,,,A
316003666,2020-01-01T00:00:04,49.46712,-123.47420,0.0,41.5,311.0,SEASPAN CUTLASS,IMO7434781,CZ6543,31,0,25,7,3.9,,A
368070610,2020-01-01T00:00:02,48.51363,-122.60707,0.1,124.2,511.0,BELLATRIX,IMO0000000,WDK6036,36,,14,4,,,B
354527000,2020-01-01T00:00:02,42.72542,-125.23076,11.4,356.5,354.0,AFRICAN TEIST,IMO9655420,3EVP5,70,0,179,28,10.1,,A
367395250,2020-01-01T00:00:00,37.01674,-76.34688,0.0,256.8,168.0,BEACH GIRL,,WDE7602,37,0,35,7,,,A
366796250,2020-01-01T00:00:02,39.20416,-74.64492,0.2,256.1,329.0,ILLINOIS,,WYQ3689,90,3,67,17,,33,A
367423730,2020-01-01T00:00:00,30.03932,-93.33450,0.0,244.6,511.0,CATHERINE C MORAN,IMO9415791,WDE9999,31,0,29,11,4.0,52,A
367012650,2020-01-01T00:00:00,47.65879,-122.37942,0.1,67.4,511.0,BARONESS,IMO10641216,WDK2232,30,0,34,8,2.5,30,A
366727190,2020-01-01T00:00:04,40.64186,-74.12769,1.1,43.2,57.0,JILL REINAUER,IMO7042813,WCW9655,31,0,30,8,3.8,52,A
368123980,2020-01-01T00:00:00,25.32146,-80.29742,0.2,360.0,511.0,SIGNED OUT,IMO0000000,WDL3680,37,,20,6,,,B
339581000,2020-01-01T00:00:15,24.55797,-81.80794,0.0,110.3,511.0,MY FRISKY LADY,IMO0000000,6YTC3,37,,34,7,,,B
636010915,2020-01-01T00:00:06,39.54971,-75.54119,9.2,349.3,345.0,STOLT SPAN,IMO9149524,ELVQ7,80,0,162,23,10.1,80,A
367643270,2020-01-01T00:00:05,30.66481,-88.02635,3.1,103.9,107.0,AMERICAN DREAM,,WDH6954,31,12,21,,,,A
367535750,2020-01-01T00:00:08,25.69330,-80.17835,0.1,238.8,511.0,CELEBRATE,,WDG4360,37,,17,,,,B
367305420,2020-01-01T00:00:09,31.14347,-81.49678,0.0,310.6,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31,0,30,9,3.9,,A
366984990,2020-01-01T00:00:01,38.58418,-90.21386,0.0,255.8,511.0,STARFIRE,,WDB9915,31,12,44,10,,,A
338117356,2020-01-01T00:00:05,48.50006,-122.60560,0.0,312.6,511.0,SEAGATE,,,37,,,,,,B
367699920,2020-01-01T00:00:06,27.84403,-97.52349,0.0,271.4,271.0,HARVEY SBISA,,WDI4563,31,0,26,,,,A
367515670,2020-01-01T00:00:16,33.75108,-118.17389,0.1,192.3,43.0,BLACK HAWK,IMO7021962,WDG2439,31,1,37,10,4.6,,A
366996360,2020-01-01T00:00:11,30.08468,-93.28938,0.0,186.5,197.0,DIXIE VANDAL,,WDC2682,31,0,21,7,,57,A
368061110,2020-01-01T00:00:18,30.20990,-91.31952,0.0,247.8,192.0,ALYSHEBA,,WDK5042,31,12,23,10,2.7,31,A
367415390,2020-01-01T00:00:01,40.75811,-74.02179,0.8,174.2,511.0,EMPIRE STATE,,WDE9268,60,0,28,7,,60,A
367097970,2020-01-01T00:00:02,39.38451,-76.08312,6.5,70.5,511.0,CRYSTAL COAST,,WDC9132,31,0,20,7,,52,A
367573820,2020-01-01T00:00:05,40.79525,-124.18761,0.0,201.9,15.0,OCEAN EAGLE,IMO7047239,WDG8082,31,0,33,9,4.3,32,A
367179650,2020-01-01T00:00:07,39.48552,-74.09112,8.1,47.7,511.0,SEAFARER,IMO8855932,WDD6933,30,,23,7,,,B
368413000,2020-01-01T00:00:08,29.93734,-90.14023,9.4,1.2,0.0,COURAGE,IMO9369409,WDE3893,31,0,41,12,6.9,56,A
367139980,2020-01-01T00:00:12,30.53297,-91.24519,7.9,226.4,245.0,JOHN R INGRAM,,WDD4084,31,12,56,15,,,A
338247653,2020-01-01T00:00:15,40.60313,-73.73126,0.0,4.3,511.0,ON THE EDGE,IMO0000000,,37,,22,6,,,B
338108411,2020-01-01T00:00:22,55.33405,-160.49674,0.0,0.0,511.0,FV TEMPTATION,IMO0000000,WAR3573,30,,0,0,,,B
338314276,2020-01-01T00:00:30,32.70723,-117.16755,0.0,360.0,511.0,AZULITA,IMO0000000,AZULITA,36,,0,0,,,B
338246396,2020-01-01T00:00:09,37.85233,-122.47114,3.1,71.2,511.0,AYDA,IMO0000000,,36,,12,4,,,B
538008219,2020-01-01T00:00:09,26.12188,-79.36106,14.9,218.5,215.0,,,,,0,,,,,A
368014250,2020-01-01T00:00:09,30.27669,-91.17073,0.7,235.2,511.0,,,,,0,,,,,A
368106340,2020-01-01T00:00:09,38.81788,-90.11816,0.0,262.6,355.0,,,,,15,,,,,A
368081970,2020-01-01T00:00:11,30.21220,-93.25740,0.0,271.6,511.0,,,,,0,,,,,A
538005126,2020-01-01T00:00:11,28.00977,-89.16277,0.0,80.3,355.0,,,,,3,,,,,A
367554830,2020-01-01T00:00:12,30.13578,-93.32141,0.0,0.0,511.0,DAVE LEBOEUF,,WDG6234,31,0,21,,,,A
368039570,2020-01-01T00:00:12,30.07747,-89.84438,0.0,272.1,287.0,,,,,0,,,,,A
577243000,2020-01-01T00:00:12,24.72122,-87.49284,7.5,327.9,333.0,,,,,0,,,,,A
368106020,2020-01-01T00:00:09,32.72648,-117.18871,0.0,360.0,511.0,,,,,0,,,,,A
368103030,2020-01-01T00:00:00,38.53862,-90.25600,0.1,343.4,511.0,,,,,0,,,,,A
368055920,2020-01-01T00:00:00,29.74117,-95.16397,0.0,339.1,0.0,,,,,12,,,,,A
367473820,2020-01-01T00:00:07,30.70536,-88.03956,0.0,176.7,511.0,J K MCLEAN,IMO9612117,WDF6396,31,0,30,11,,52,A
212348000,2020-01-01T00:00:02,37.03795,-126.11355,15.1,119.0,115.0,HYUNDAI HONGKONG,IMO9305661,5BZL,70,0,303,40,14.0,70,A
368926043,2020-01-01T00:00:05,40.39235,-91.37579,0.0,47.0,20.0,BETTENDORF,,AEPU,90,0,,,,31,A
367369550,2020-01-01T00:00:07,31.14310,-81.49662,0.0,283.5,165.0,ANN MORAN,IMO7716983,WUW9636,31,0,32,9,3.9,52,A
636016450,2020-01-01T00:00:06,26.12358,-77.95707,13.4,276.0,276.0,NEW EXPLORER,IMO9481489,D5GF9,70,0,229,32,14.6,70,A
367744210,2020-01-01T00:00:08,40.43628,-80.00731,0.0,360.0,511.0,EMPRESS II,,WDI8992,31,15,14,,,,A
367535770,2020-01-01T00:00:08,41.64405,-70.92109,0.0,266.8,511.0,ROST,IMO9677777,WDG4363,30,15,25,8,,,A
368053750,2020-01-01T00:00:07,29.77826,-95.10085,0.0,177.5,511.0,SAM L.HAYS,,WDK4295,52,0,15,8,2.9,52,A
367744140,2020-01-01T00:00:05,29.96192,-90.23935,0.0,193.1,511.0,ROBIN R,,WDI8986,31,0,16,6,,52,A
367533950,2020-01-01T00:00:04,37.80836,-122.40758,0.1,247.2,511.0,EMPRESS,IMO8968284,WDG4191,60,0,24,6,,,A
477351100,2020-01-01T00:00:04,36.19943,-132.57243,20.6,284.0,285.0,OOCL BEIJING,IMO9477878,VRIB3,70,0,334,42,14.7,70,A
367648570,2020-01-01T00:00:01,48.60991,-123.15368,0.0,333.6,511.0,CAPER,,WDH7480,37,,19,,,,B
367661220,2020-01-01T00:00:01,40.50310,-80.10862,0.0,360.0,511.0,VULCAN,,WDH8763,31,15,31,8,,,A
366991260,2020-01-01T00:00:00,29.68516,-91.21283,7.2,224.5,511.0,CAPT JOHN E GRAHAM,IMO8988428,WDC2329,90,15,41,10,,86,A
367000140,2020-01-01T00:00:01,40.67687,-74.03619,13.0,13.1,15.0,SAMUEL I NEWHOUSE,IMO7702774,WYR3371,60,0,94,21,,60,A
367009240,2020-01-01T00:00:10,29.55690,-90.71089,0.1,183.9,511.0,CAPT WARREN,,WCX9305,31,15,18,7,,0,A
367348340,2020-01-01T00:00:00,47.65819,-122.38121,0.0,321.6,511.0,HARMONY I,IMO7917666,WDE4075,30,10,28,7,2.3,90,A
368056750,2020-01-01T00:00:01,40.63943,-74.19162,0.7,19.4,65.0,,,,,0,,,,,A
368091960,2020-01-01T00:00:02,40.70975,-73.97499,14.3,43.6,41.0,,,,,15,,,,,A
219033000,2020-01-01T00:00:02,35.16659,-127.96663,20.5,106.0,103.0,,,,,0,,,,,A
368064650,2020-01-01T00:00:00,33.72365,-118.27967,0.0,360.0,511.0,,,,,15,,,,,A
636018492,2020-01-01T00:00:03,38.52589,-74.80706,12.5,145.0,145.0,,,,,0,,,,,A
248951000,2020-01-01T00:00:03,33.68216,-118.20249,9.3,198.7,201.0,,,,,0,,,,,A
270995,2020-01-01T00:00:03,35.09744,-90.10038,0.0,245.1,511.0,,,,,15,,,,,A
367422010,2020-01-01T00:00:04,33.75395,-118.22403,0.0,360.0,511.0,,,,,3,,,,,A
338236847,2020-01-01T00:00:04,39.52609,-75.80988,0.0,249.9,511.0,MY GIRL VI,IMO0000000,,37,,16,4,,,B
354196000,2020-01-01T00:00:04,38.66335,-124.13196,8.3,305.5,310.0,BUNUN ACE,IMO9628570,3FWL2,70,0,179,29,10.5,,A
368038040,2020-01-01T00:00:04,34.78640,-87.66870,0.1,355.5,511.0,,,,,0,,,,,A
316037746,2020-01-01T00:00:05,44.16375,-76.80110,0.0,246.5,236.0,,,,,0,,,,,A
367107280,2020-01-01T00:00:06,37.86784,-122.31428,0.0,360.0,511.0,PACIFIC HORNBLOWER,,WBR2335,60,0,29,7,,,A
368032620,2020-01-01T00:00:05,41.35347,-88.42553,2.5,85.5,87.0,,,,,0,,,,,A
368070660,2020-01-01T00:00:05,29.66358,-90.21038,4.6,45.4,45.0,,,,,0,,,,,A
367780350,2020-01-01T00:00:07,40.64738,-89.61098,0.0,360.0,511.0,PRAIRIE MOON,,WDJ4708,31,0,,,,,A
368081570,2020-01-01T00:00:06,29.67151,-91.13448,0.0,360.0,297.0,,,,,0,,,,,A
367357150,2020-01-01T00:00:22,29.66770,-91.01189,0.0,92.6,511.0,DMO RESOLUTION,,WDE4732,31,0,17,7,,31,A
338131199,2020-01-01T00:00:06,33.75581,-118.11643,0.0,0.0,511.0,,,,,15,,,,,A
477286200,2020-01-01T00:00:05,31.88679,-80.14865,0.3,45.7,265.0,,,,,1,,,,,A
338104037,2020-01-01T00:00:12,29.71037,-91.22295,0.0,183.1,511.0,INGENUITY,,,90,3,40,11,,33,A
366997630,2020-01-01T00:00:05,29.96357,-93.86157,0.1,218.4,511.0,,,,,0,,,,,A
367633230,2020-01-01T00:00:12,30.04845,-90.53269,0.2,213.5,314.0,ASHLEY,,WDH5962,31,0,20,7,,,A
368052660,2020-01-01T00:00:06,39.92237,-91.41511,0.0,360.0,511.0,,,,,0,,,,,A
368055550,2020-01-01T00:00:05,30.34196,-88.50769,0.0,240.7,277.0,,,,,12,,,,,A
367004560,2020-01-01T00:00:12,29.63632,-89.92408,0.1,195.5,511.0,SIR BARTON,,WDH7807,31,15,18,7,,,A
249207000,2020-01-01T00:00:06,34.26027,-77.94805,0.0,0.0,5.0,,,,,5,,,,,A
368081150,2020-01-01T00:00:03,40.71019,-73.97898,0.4,123.1,277.0,,,,,0,,,,,A
368090850,2020-01-01T00:00:06,29.79068,-95.06974,0.0,239.4,511.0,,,,,12,,,,,A
367009420,2020-01-01T00:00:05,30.13003,-90.91902,0.9,193.6,511.0,,,,,0,,,,,A
367375360,2020-01-01T00:00:07,34.24406,-119.26462,0.0,57.0,167.0,,,,,8,,,,,A
368090980,2020-01-01T00:00:06,29.33568,-94.83776,5.9,231.7,511.0,,,,,5,,,,,A
367490530,2020-01-01T00:00:12,29.78497,-95.06910,0.0,232.9,108.0,JERRY DOG MCLAIN,,WDF8019,31,12,23,10,,,A
367469020,2020-01-01T00:00:09,34.16403,-91.67880,0.0,157.6,511.0,DOROTHY M JANOUSH,,WDF5949,31,15,33,10,,,A
367684090,2020-01-01T00:00:19,33.82710,-91.02499,0.0,265.9,511.0,EL PASO,,WDI3013,31,15,33,,,,A
367347670,2020-01-01T00:00:22,40.41919,-74.03422,0.1,323.9,302.0,SEASTREAK HIGHLANDS,IMO9270270,WDE4031,60,15,42,10,2.0,40,A
369970689,2020-01-01T00:00:16,32.66257,-117.12225,0.1,110.2,511.0,US WARSHIP 08,,NMKI,35,1,278,39,0.0,35,A
316005925,2020-01-01T00:00:29,48.42532,-123.30113,0.0,46.2,511.0,RESONANCE,,CFL2883,37,,14,4,1.6,,B
338067937,2020-01-01T00:00:37,48.10602,-122.77735,0.0,37.1,511.0,SONSHINE,,,37,,11,,,,B
367645320,2020-01-01T00:00:54,47.62982,-122.39571,0.0,360.0,511.0,MAGIC CARPET,,WDH7152,37,,13,,,,B
345090004,2020-01-01T00:01:07,29.64644,-91.10730,0.0,0.0,116.0,HOS DAKOTA,IMO9207601,XCRF7,90,0,60,16,4.9,,A
338862000,2020-01-01T00:01:10,40.67135,-74.08674,0.0,360.0,184.0,FORT SCHUYLER,IMO9781334,WDI2150,31,0,29,,,,A
367525380,2020-01-01T00:00:09,34.78736,-87.62310,0.0,329.2,173.0,RED WAGNER,IMO8647191,WDG3375,31,0,21,7,,31,A
367516020,2020-01-01T00:00:20,40.93956,-73.90318,0.0,360.0,511.0,TRENTON,,WDG2474,90,0,14,4,,,A
